Лига,вуз,Сайт,J,Jvikon,Jпаук
3,Волгоградская государственная академия физической культуры,http://www.vgafk.ru/,0.82,0.82,0.758
3,Омский государственный медицинский университет,http://www.omsk-osma.ru,0.819,0.709,0.819
3,Карельский филиал РАНХиГС,http://www.krl.ranepa.ru,0.817,0.817,0.557
3,Северо-Кавказская государственная академия,http://ncsa.ru,0.815,0.815,0.636
3,Российский государственный профессионально-педагогический университет,http://www.rsvpu.ru,0.813,0.813,0.632
3,Гуманитарный институт имени П.А. Столыпина,http://www.rgis.ru,0.812,0.651,0.812
3,"Каспийский институт морского и речного транспорта филиал ФГБОУ ВО ""Волжский государственный университет водного транспорта""",https://www.afvgavt.ru/,0.812,0.575,0.812
3,Оренбургский филиал РЭУ им. Г.В. Плеханова,https://orenburg.rea.ru/,0.801,0.801,0.772
3,Новосибирский государственный аграрный университет,http://www.nsau.edu.ru,0.8,0.8,0.683
4,Выборгский филиал РАНХиГС,http://vbr.ranepa.ru/,0.799,0.784,0.799
4,Миссионерский институт,http://www.uralsky-missioner.ru,0.799,0.779,0.799
4,Сургутский государственный педагогический университет,http://www.surgpu.ru/,0.799,0.692,0.799
4,Донской государственный аграрный университет,http://www.dongau.ru/,0.798,0.798,0.673
4,Обнинский институт атомной энергетики,http://www.iate.obninsk.ru,0.792,0.792,0.717
4,Южно-Уральский институт управления и экономики,http://www.inueco.ru/,0.791,0.791,0.782
4,Международный институт рынка,http://www.imi-samara.ru,0.789,0.786,0.789
4,Северо-Кавказский федеральный университет,http://www.ncfu.ru/,0.786,0.786,0.785
4,Вологодский государственный университет,https://vogu35.ru,0.785,0.785,0.653
4,Комсомольский-на-Амуре государственный университет,http://knastu.ru,0.785,0.785,0.612
4,Пермский государственный институт культуры,http://www.psiac.ru,0.778,0.778,0.676
4,Якутский экономико-правовой институт (филиал) Академии труда и социальных отношений,http://yaepi.ru,0.776,0.776,0.67
4,Балаковский филиал РАНХиГС,http://blk.ranepa.ru/,0.769,0.769,0.731
4,Уральский государственный архитектурно-художественный университет,http://www.usaaa.ru,0.765,0.665,0.765
4,"Ступинский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Московский авиационный институт (национальный исследовательский университет)""",http://sfmai.ru/,0.764,0.764,0.615
4,Липецкий филиал РАНХиГС,http://lip.ranepa.ru/,0.761,0.761,0.564
4,Воронежский государственный аграрный университет имени императора Петра I,http://www.vsau.ru,0.758,0.758,0.642
4,Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,https://www.sibsau.ru/,0.757,0.757,0.622
4,Сергиево-Посадский филиал Всероссийского государственного института кинематографии имени С.А. Герасимова,http://vgiksp.ru/,0.756,0.756,0.683
4,Институт педагогического образования и менеджмента (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского» в г. Армянск,http://ipomkfu.ru/,0.756,0.756,0.636
4,Московский университет имени С.Ю. Витте,http://www.muiv.ru,0.753,0.753,0.591
4,"Филиал Частного образовательного учреждения высшего образования ""Московский университет им. С.Ю. Витте"" в г. Сергиевом Посаде",http://muiv.ru,0.753,0.753,0.591
4,Великолукская государственная сельскохозяйственная академия,http://www.vgsa.ru/,0.751,0.683,0.751
4,Кировский филиал РАНХиГС,http://www.krv.ranepa.ru/,0.75,0.75,0.602
4,Тверская государственная сельскохозяйственная академия,http://www.tvgsha.ru/,0.746,0.746,0.649
4,Астраханский филиал РАНХиГС,http://astr.ranepa.ru/,0.745,0.745,0.663
4,Чайковский технологический институт (филиал) Ижевского государственного технического университета имени М.Т. Калашникова,http://chti.ru/,0.744,0.744,0.554
4,Кубанский государственный технологический университет,https://kubstu.ru/,0.744,0.623,0.744
4,Российский государственный гуманитарный университет,http://www.rggu.ru,0.741,0.741,0.581
4,Тамбовский филиал РАНХиГС,http://www.tmb.ranepa.ru/,0.739,0.739,0.537
4,филиал Дагестанского государственного университета в г. Кизляре,http://kizdgu.ru,0.738,0.738,0.561
4,"Филиал образовательного учреждения высшего образования «Санкт-Петербургский институт внешнеэкономических связей, экономики и права» в г. Наро-Фоминске Московской области",http://nf.ivesep.com,0.738,0.738,0.561
4,Национальный исследовательский технологический университет «МИСиС»,https://misis.ru,0.738,0.738,0.544
4,Воронежский государственный университет,http://www.vsu.ru,0.738,0.545,0.738
4,"Новосибирский юридический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования ""Национальный исследовательский Томский государственный университет""",http://www.n-l-i.ru/,0.737,0.737,0.568
4,Московский государственный медико-стоматологический университет имени А.И. Евдокимова,http://www.msmsu.ru,0.733,0.733,0.727
4,Западно-Уральский институт экономики и права,https://zuiep.ru/,0.733,0.733,0.561
4,Башкирский государственный университет,http://www.bashedu.ru,0.731,0.731,0.445
4,Волгоградский филиал Московского финансово-юридического университета МФЮА,http://vg.mfua.ru/,0.729,0.729,0.561
4,Ижевский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)»,https://izh.rpa-mu.ru/,0.729,0.729,0.53
4,Якутский гуманитарный институт,http://yagumin.ru,0.728,0.728,0.561
4,Московский Международный Университет,https://mi.university,0.727,0.727,0.574
4,Северо-Кавказский институт - филиал РАНХиГС,http://ski.ranepa.ru/,0.725,0.725,0.561
4,филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет» в г. Пскове,http://finec-pskov.ru,0.724,0.724,0.561
4,Шуйский филиал ФГБОУ ВПО «Ивановский государственный университет»,http://sspu.ru,0.72,0.72,0.53
4,Региональный открытый социальный институт,http://rosi-edu.ru/,0.718,0.718,0.561
4,Краснодарский муниципальный медицинский институт высшего сестринского образования,http://kmmivso.com/,0.717,0.717,0.547
4,"Филиал ""МИРЭА - Российского технологического университета"" в г. Ставрополе",http://stavropol.mirea.ru/,0.715,0.715,0.547
4,Русская христианская гуманитарная академия,http://rhga.ru,0.715,0.715,0.53
4,Уральский научно-исследовательский институт фтизиопульмонологии – филиал «Национального медицинского исследовательского центр фтизиопульмонологии и инфекционных заболеваний» Министерства здравоохранения Российской Федерации,http://urniif.ru/,0.714,0.714,0.561
4,Кубанский государственный университет,http://www.kubsu.ru,0.713,0.713,0.649
4,Северо-Кавказский социальный институт,http://www.sksi.ru,0.713,0.713,0.636
4,Чеховский филиал Московского финансово-юридического университета МФЮА,http://www.ch.mfua.ru,0.713,0.713,0.568
4,Тульский филиал РАНХиГС,http://tula.ranepa.ru/,0.713,0.713,0.53
4,"Балтийский институт экологии, политики и права",http://buepl.ru/,0.713,0.713,0.513
4,Всероссийский государственный университет юстиции (РПА Минюста России),https://rpa-mu.ru/,0.712,0.712,0.527
4,Башкирский государственный педагогический университет им. М. Акмуллы,https://bspu.ru,0.708,0.708,0.659
4,Уральский государственный экономический университет,http://www.usue.ru,0.705,0.705,0.547
4,Ульяновский филиал РАНХиГС,http://ul.ranepa.ru/,0.705,0.705,0.537
4,Сибайский институт (филиал) Башкирского государственного университета,http://www.sibsu.ru/,0.705,0.705,0.53
4,Калужский филиал РАНХиГС,http://klg.ranepa.ru/,0.704,0.704,0.666
4,Воронежский филиал РАНХиГС,https://vrn.ranepa.ru,0.704,0.704,0.513
4,Институт деловой карьеры,http://www.ideka.ru/,0.7,0.7,0.53
4,Ростовский государственный экономический университет (РИНХ),http://rsue.ru,0.7,0.7,0.523
5,Брянский государственный университет имени академика И.Г. Петровского,http://www.brgu.ru/,0.699,0.699,0.503
5,Филиал Брянского государственного университета имени академика И.Г.Петровского в г.Новозыбкове,http://www.brgu.ru,0.699,0.699,0.503
5,Поволжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саратове,https://saratov2.rpa-mu.ru,0.698,0.698,0.534
5,Курганский государственный университет,http://www.kgsu.ru/,0.697,0.697,0.52
5,Краснодарский филиал РЭУ им. Г.В. Плеханова,http://krasnodar.rea.ru,0.697,0.614,0.697
5,Оренбургский филиал Академии труда и социальных отношений,http://orenfil-atiso.ru,0.696,0.696,0.683
5,"Национальный исследовательский университет ""МИЭТ""",https://www.miet.ru,0.694,0.694,0.384
5,Оренбургская духовная семинария Оренбургской Епархии Русской Православной Церкви,http://orends.ru,0.694,0.694,0.384
5,Казанский государственный медицинский университет,https://kazangmu.ru/,0.693,0.693,0.578
5,Санкт-Петербургская православная духовная академия,http://spbda.ru/,0.693,0.693,0.578
5,Санкт-Петербургский государственный университет промышленных технологий и дизайна,http://sutd.ru/,0.693,0.693,0.578
5,Северо-Восточный государственный университет,http://www.svgu.ru/,0.693,0.693,0.578
5,Институт бизнеса и дизайна,http://www.obe.ru,0.693,0.693,0.506
5,Северо-Западный государственный медицинский университет имени И.И.Мечникова,http://www.szgmu.ru,0.691,0.691,0.571
5,Воронежский государственный технический университет,http://cchgeu.ru,0.689,0.689,0.574
5,Филиал Сочинского государственного университета в г.Анапа,http://www.anapauniver.ru/,0.689,0.689,0.574
5,Санкт-Петербургский государственный экономический университет,http://unecon.ru,0.688,0.688,0.574
5,Алтайский государственный технический университет им. И.И. Ползунова,https://www.altstu.ru/,0.687,0.687,0.578
5,Академия труда и социальных отношений,http://www.atiso.ru,0.687,0.66,0.687
5,"Институт менеджмента, экономики и инноваций",http://anoimei.ru/,0.686,0.686,0.54
5,"Филиал ""Университет “Дубна"" - Дмитровский институт непрерывного образования",http://dmitrov-dubna.ru/,0.685,0.685,0.574
5,Западный филиал РАНХиГС,http://zf.ranepa.ru,0.684,0.684,0.408
5,Кабардино-Балкарский государственный университет им. Х.М. Бербекова,http://www.kbsu.ru,0.683,0.683,0.574
5,Омский государственный университет путей сообщения,http://www.omgups.ru,0.683,0.683,0.551
5,Чувашский государственный педагогический университет им. И.Я. Яковлева,http://www.chgpu.edu.ru,0.682,0.682,0.554
5,Петербургский государственный университет путей сообщения Императора Александра I,http://www.pgups.ru,0.682,0.682,0.5
5,Одинцовский филиал «Московского государственного института международных отношений (университет) Министерства иностранных дел Российской Федерации»,http://odin.mgimo.ru,0.681,0.681,0.571
5,Московский областной филиал Московского финансово-юридического университета МФЮА,http://mf.mfua.ru/,0.68,0.68,0.384
5,Технологический институт (филиал) ДГТУ в г. Азове,http://www.atidstu.ru,0.679,0.679,0.476
5,Дальневосточный государственный технический рыбохозяйственный университет,http://www.dalrybvtuz.ru,0.677,0.677,0.568
5,Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица,http://www.ghpa.ru/,0.676,0.676,0.571
5,Набережночелнинский филиал Казанского инновационного университета имени В.Г.Тимирясова,http://chl.ieml.ru,0.676,0.676,0.561
5,Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва,http://www.mrsu.ru,0.676,0.676,0.53
5,Астраханский государственный технический университет,http://www.astu.org/,0.674,0.674,0.574
5,Барнаульская духовная семинария,http://altay-seminary.ru,0.673,0.673,0.561
5,Ивановская государственная медицинская академия,https://www.isma.ivanovo.ru/,0.673,0.517,0.673
5,Ухтинский государственный технический университет,http://www.ugtu.net,0.672,0.672,0.639
5,Поволжский государственный университет сервиса,http://www.tolgas.ru,0.672,0.672,0.479
5,"Филиал ""Воронежский государственный технический университет"" в г. Борисоглебске",http://bf.cchgeu.ru/,0.671,0.671,0.561
5,Бийский технологический институт (филиал) Алтайского государственного технического университета им. И.И. Ползунова,http://www.bti.secna.ru/,0.671,0.671,0.537
5,"Ростовский филиал государственного казенного образовательного учреждения высшего образования ""Российская таможенная академия""",http://donrta.customs.ru,0.67,0.67,0.469
5,Волжский политехнический институт (филиал) Волгоградского государственного технического университета,http://www.volpi.ru/,0.669,0.669,0.534
5,"Государственный институт экономики, финансов, права и технологий",http://www.gief.ru,0.669,0.669,0.465
5,Восточно-Европейский институт,http://www.veinst.ru,0.669,0.669,0.367
5,Нижегородский государственный архитектурно-строительный университет,http://www.nngasu.ru/,0.668,0.668,0.639
5,Ярославская духовная семинария Ярославской Епархии Русской Православной Церкви,http://yarseminaria.ru/,0.668,0.668,0.625
5,Пермский филиал РАНХиГС,http://perm.ranepa.ru/,0.667,0.667,0.51
5,Алтайский институт труда и права (филиал) Академии труда и социальных отношений,http://aitip.ru/,0.667,0.667,0.384
5,Дальневосточный государственный аграрный университет,http://www.dalgau.ru/,0.666,0.522,0.666
5,Байкальский экономико-правовой институт,http://www.bepi-edu.ru,0.664,0.664,0.486
5,филиал Дагестанского государственного университета в г. Избербаше,http://dgu-izberbash.ru,0.664,0.664,0.384
5,Новосибирская православная духовная семинария,http://dsnsk.ru,0.663,0.663,0.564
5,Ставропольский государственный медицинский университет,https://stgmu.ru,0.663,0.663,0.534
5,Красноярский государственный медицинский университет имени профессора В.Ф.Войно-Ясенецкого,https://krasgmu.ru/,0.663,0.663,0.517
5,Национальный центр профессионально-общественной аккредитации,http://ukc-nica.ru,0.661,0.661,0.554
5,Учебно-консультационный центр,http://ukc-nica.ru,0.661,0.661,0.554
5,Московский государственный областной университет,https://mgou.ru/,0.661,0.661,0.486
5,Фрязинский филиал Московского государственного областного университета,https://mgou.ru/,0.661,0.661,0.486
5,Российская академия музыки имени Гнесиных,http://www.gnesin-academy.ru,0.66,0.66,0.38
5,Брянский государственный технический университет,https://www.tu-bryansk.ru/,0.659,0.659,0.506
5,Сретенская духовная семинария Русской Православной Церкви,http://sdsmp.ru/,0.658,0.658,0.544
5,Омская юридическая академия,http://omua.ru,0.658,0.658,0.517
5,"Пятигорский медико-фармацевтический институт - филиал ""Волгоградского государственного медицинского университета"" Министерства здравоохранения Российской Федерации",http://www.pmedpharm.ru,0.658,0.658,0.51
5,Кубанский институт информзащиты,http://kiiz.info,0.658,0.658,0.503
5,Уральский государственный университет физической культуры,http://uralgufk.ru,0.658,0.658,0.496
5,Автомобильно-транспортный институт,http://vrnvuz.ru,0.657,0.657,0.561
5,Тульская духовная семинария Тульской Епархии Русской Православной Церкви,https://tulds.ru,0.657,0.657,0.53
5,Государственный институт русского языка им. А.С. Пушкина,http://pushkin.institute,0.657,0.657,0.523
5,"Северо-Кавказский ""Московского технического университета связи и информатики"" (СКФ МТУСИ)",http://skf-mtusi.ru/,0.654,0.654,0.496
5,Дагестанский государственный аграрный университет имени М.М.Джамбулатова,http://даггау.рф,0.653,0.653,0.571
5,Дагестанский государственный медицинский университет,http://dgmu.ru/,0.653,0.653,0.571
5,Российский государственный аграрный заочный университет,http://www.rgazu.ru,0.651,0.651,0.5
5,Северо-Кавказский горно-металлургический институт (государственный технологический университет),http://www.skgmi-gtu.ru/ru-ru/,0.65,0.65,0.476
5,МИРЭА — Российский технологический университет,https://www.mirea.ru/,0.649,0.649,0.503
5,Дербентский филиал Общества с ограниченной ответственностью «Азербайджанский Государственный Экономический Университет»,http://ageu-derbent.ru/,0.647,0.647,0.547
5,Шадринский государственный педагогический университет,http://shgpi.edu.ru,0.646,0.646,0.517
5,Казанский инновационный университет имени В.Г.Тимирясова (ИЭУП),http://ieml.ru,0.644,0.644,0.534
5,Нижнекамский филиал Казанского инновационного университета имени В.Г.Тимирясова,http://www.ieml.ru,0.644,0.644,0.534
5,"Петрозаводский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Петербургский государственный университет путей сообщения Императора Александра I""",http://pgups-karelia.ru,0.644,0.644,0.534
5,Московский открытый институт,http://www.moi.edu.ru,0.643,0.643,0.479
5,Нижегородский государственный технический университет им. Р.Е. Алексеева,http://www.nntu.ru,0.642,0.642,0.534
5,Санкт-Петербургский институт (филиал) «Всероссийского государственного университета юстиции (РПА Минюста России)»,https://spb.rpa-mu.ru,0.642,0.642,0.442
5,Филиал Ростовского государственного экономического университета в г. Махачкала,http://www.rsue-rd.ru,0.641,0.641,0.523
5,Муромский институт (филиал) Владимирского государственного университета имени Александра Григорьевича и Николая Григорьевича Столетовых,http://www.mivlgu.ru/,0.639,0.639,0.51
5,Астраханский государственный архитектурно - строительный университет,http://агасу.рф/,0.639,0.639,0.506
5,"Харабалинский филиал ""Астраханского государственного архитектурно-строительного университета""",http://агасу.рф,0.639,0.639,0.506
5,Воронежский экономико-правовой институт,http://www.vepi.ru,0.639,0.639,0.493
5,Чистопольский филиал Казанского инновационного университета имени В.Г.Тимирясова,http://chs.ieml.ru,0.639,0.639,0.476
5,"Карачаево-Черкесский филиал Негосударственного образовательного частного учреждения высшего образования ""Московский финансово - промышленный университет ""Синергия""",http://chs.synergy.ru,0.638,0.638,0.506
5,"Филиал ФБГОУ ВПО ""Удмуртский государственный университет"" в г. Губкинском",http://www.udgug.ru/,0.638,0.638,0.479
5,"Якутский филиал негосударственного образовательного учреждения высшего профессионального образования ""Институт государственного администрирования""",https://yakutsk.iga.ru,0.637,0.637,0.51
5,Сибирский институт бизнеса и информационных технологий,http://sibit.sano.ru,0.636,0.636,0.564
5,Нижневартовский государственный университет,http://nvsu.ru,0.636,0.636,0.408
5,Магнитогорский государственный технический университет им. Г.И. Носова,http://magtu.ru/,0.635,0.635,0.588
5,Российский новый университет,http://www.rosnou.ru,0.634,0.634,0.428
5,"Санкт-Петербургский институт внешнеэкономических связей, экономики и права",http://ivesep.spb.ru,0.633,0.633,0.523
5,Стерлитамакский филиал Башкирского государственного университета,http://strbsu.ru,0.633,0.633,0.52
5,Глазовский инженерно-экономический институт,http://www.gfi.edu.ru/,0.633,0.633,0.486
5,Санкт-Петербургский государственный институт кино и телевидения,http://www.gukit.ru,0.633,0.633,0.35
5,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет» в г.Новороссийске,http://www.nvr.kubsu.ru/new/,0.631,0.631,0.496
5,Российский государственный гидрометеорологический университет,http://www.rshu.ru,0.63,0.63,0.537
5,"Башкирский институт физической культуры (филиал) ФГБОУ ВО ""УралГУФК""",http://www.bifk.ru,0.628,0.628,0.459
5,Институт экономики и права (филиал) Академии труда и социальных отношений,http://sevatiso.ru/,0.627,0.627,0.465
5,БЕЛГОРОДСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ,http://www.bel-seminaria.ru,0.626,0.626,0.557
5,Астраханская государственная консерватория (академия),http://astracons.ru/,0.626,0.626,0.551
5,Волгоградский государственный аграрный университет,http://www.volgau.com/,0.625,0.625,0.472
5,Ивановский государственный политехнический университет,http://www.ivgpu.com,0.623,0.623,0.448
5,Московская государственная академия водного транспорта,https://www.msawt.ru,0.622,0.622,0.435
5,Московский государственный психолого-педагогический университет,https://mgppu.ru/,0.622,0.622,0.36
5,Тамбовский государственный технический университет,http://www.tstu.ru/,0.622,0.611,0.622
5,Кемеровский государственный институт культуры,http://www.kemguki.ru,0.621,0.621,0.476
5,Ивановский государственный университет,http://www.ivanovo.ac.ru/,0.621,0.621,0.438
5,"Филиал ФГБОУ ВО ""Адыгейский государственный университет"" в г.Белореченске",http://www.agubel.ru,0.621,0.621,0.343
5,Среднерусский институт управления - филиал РАНХиГС,http://www.orel.ranepa.ru,0.62,0.62,0.445
5,Международный институт компьютерных технологий,http://www.iict.ru,0.619,0.619,0.523
5,Ульяновский государственный университет,http://www.ulsu.ru/1.html,0.619,0.619,0.513
5,Котласский филиал Государственного университета морского и речного флота имени адмирала С.О.Макарова,http://www.kfgumrf.ru/,0.619,0.619,0.465
5,Саратовский государственный медицинский университет имени В.И. Разумовского,http://www.sgmu.ru,0.618,0.618,0.482
5,Ивановский филиал РАНХиГС,http://iv.ranepa.ru/,0.618,0.618,0.414
5,"Филиал Автономной некоммерческой образовательной организации высшего образования ""Воронежский экономико-правовой институт"" в г.Липецк",http://lipetsk.vepi.ru,0.617,0.617,0.486
5,"Филиал Автономной некоммерческой образовательной организации высшего образования ""Воронежский экономико-правовой институт"" в г.Орёл",https://orel.vepi.ru,0.617,0.617,0.486
5,"Филиал Автономной некоммерческой образовательной организации высшего образования ""Воронежский экономико-правовой институт"" в г.Россошь",https://rossosh.vepi.ru,0.617,0.617,0.486
5,"Филиал Автономной некоммерческой образовательной организации высшего образования ""Воронежский экономико-правовой институт"" в г.Старый Оскол",http://oskol.vepi.ru,0.617,0.617,0.486
5,Курганский филиал РАНХиГС,http://kurg.ranepa.ru/,0.617,0.617,0.353
5,Уральская государственная консерватория имени М.П.Мусоргского,http://www.uralconsv.org/,0.614,0.614,0.513
5,Региональный финансово-экономический институт,https://rfei.ru/,0.613,0.613,0.503
5,Октёмский филиал ФГБОУ ВО Якутская ГСХА,http://www.ysaa.ru,0.613,0.613,0.493
5,Якутская государственная сельскохозяйственная академия,https://ysaa.ru/,0.613,0.613,0.493
5,"Дзержинский политехнический институт (филиал) ""Нижегородского государственного технического университета им. Р.Е. Алексеева""",http://dpingtu.ru/,0.612,0.612,0.489
5,Политехнический институт (филиал) «Северо-Восточного федерального университета имени М.К.Аммосова» в г. Мирном,https://www.s-vfu.ru/universitet/rukovodstvo-i-struktura/instituty/mpti/,0.612,0.612,0.397
5,Тихоокеанский государственный медицинский университет,https://tgmu.ru/,0.612,0.612,0.346
5,Дагестанский государственный университет народного хозяйства,http://www.dgunh.ru,0.611,0.611,0.489
5,Южно-Уральский государственный институт искусств имени П.И. Чайковского,http://uyrgii.ru,0.611,0.611,0.452
5,Институт технологий (филиал) Донского государственного технического университета в г. Волгодонске,http://www.vis2.ru/,0.609,0.609,0.401
5,Пермский государственный национальный исследовательский университет,http://www.psu.ru,0.609,0.609,0.387
5,Тобольский педагогический институт им. Д.И. Менделеева (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Тюменский государственный университет» в г. Тобольск,https://tobolsk.utmn.ru/,0.609,0.609,0.363
5,Тверской филиал РАНХиГС,http://tver.ranepa.ru/,0.608,0.608,0.445
5,Норильский государственный индустриальный институт,http://www.norvuz.ru,0.607,0.607,0.489
5,Северный институт предпринимательства,http://www.nousip.ru,0.607,0.607,0.486
5,"Филиал ""Котельники"" государственного бюджетного образовательного учреждения высшего образования Московской области ""Университет ""Дубна""",http://un-fkt.ru,0.607,0.607,0.486
5,Московская государственная художественно-промышленная академия им. С.Г. Строганова,http://www.mghpu.ru,0.606,0.606,0.482
5,"Филиал ""Взлет"" федерального государственного бюджетного образовательного учреждения высшего образования ""Московский авиационный институт (национальный исследовательский университет) в г.Ахтубинске""",https://vzlet.mai.ru/,0.606,0.606,0.353
5,ЧОУ ВО Южный Университет (ИУБиП),http://www.iubip.ru,0.605,0.605,0.472
5,"Филиал образовательного учреждения высшего образования ""Санкт-Петербургский институт внешнеэкономических связей, экономики и права"" в г. Бокситогорске Ленинградской области",http://bks.ivesep.com/,0.603,0.603,0.482
5,"Филиал образовательного учреждения высшего образования "" Санкт-Петербургский институт внешнеэкономических связей, экономики и права"" в г. Гатчине Ленинградской области",http://gtn.ivesep.com,0.603,0.603,0.479
5,"Филиал образовательного учреждения высшего образования ""Санкт-Петербургский институт внешнеэкономических связей, экономики и права"" в г. Красноярске (Филиал ОУ ВО ""СПб ИВЭСЭП"" в г. Красноярске)",http://krsk.ivesep.com,0.602,0.602,0.482
5,Уральский государственный горный университет,http://www.ursmu.ru/,0.602,0.602,0.472
5,Уфимский филиал Волжского государственного университета водного транспорта,http://rivercollege.ru,0.602,0.602,0.459
5,Академия Русского балета имени А.Я. Вагановой,http://vaganovaacademy.ru/,0.602,0.602,0.455
5,"Новотроицкий филиал федерального государственного автономного образовательного учреждения высшего образования ""Национальный исследовательский технологический университет ""МИСиС""",http://nf.misis.ru,0.601,0.601,0.489
6,Московский областной филиал РАНХиГС,http://mo.ranepa.ru,0.599,0.599,0.493
6,Челябинский Многопрофильный Институт,http://www.chelmi.pro,0.599,0.599,0.482
6,Казанская государственная консерватория имени Н.Г. Жиганова,http://kazancons.ru,0.599,0.599,0.479
6,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет» в г.Славянске-на-Кубани,http://sgpi.ru/,0.598,0.598,0.568
6,Ижевский филиал РАНХиГС,http://izh.ranepa.ru/,0.598,0.598,0.482
6,Ульяновский государственный технический университет,http://www.ulstu.ru/,0.597,0.597,0.527
6,Международный институт экономики и права,http://www.миэп.рф/,0.597,0.597,0.486
6,Филиал Международного института экономики и права в городе Петрозаводске,http://www.miepvuz.ru,0.597,0.597,0.486
6,Тольяттинский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,http://www.tlt.ranepa.ru/,0.597,0.597,0.482
6,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Уральский государственный университет путей сообщения"" в г.Златоусте",http://zlatoust.usurt.ru/,0.597,0.597,0.482
6,Смоленский государственный медицинский университет,http://smolgmu.ru,0.596,0.596,0.479
6,Институт международной торговли и права,http://www.imtp.ru/,0.595,0.595,0.448
6,Воронежский государственный лесотехнический университет имени Г.Ф.Морозова,http://vgltu.ru,0.595,0.342,0.595
6,Чебоксарский институт (филиал) Московского политехнического университета,http://www.polytech21.ru,0.594,0.594,0.493
6,Дальневосточный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Хабаровске,https://khv.rpa-mu.ru/,0.594,0.594,0.329
6,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет» в г.Армавире,http://www.arm.kubsu.ru,0.592,0.592,0.455
6,Орловский государственный университет имени И.С.Тургенева,http://oreluniver.ru/,0.592,0.592,0.346
6,Московская международная высшая школа бизнеса «МИРБИС» (Институт),http://mirbis.ru/,0.591,0.591,0.455
6,Томский государственный педагогический университет,https://www.tspu.edu.ru/,0.588,0.588,0.374
6,Санкт-Петербургский горный университет,http://spmi.ru,0.588,0.588,0.37
6,"Волгодонский инженерно-технический институт - филиал Национального исследовательского ядерного университета ""МИФИ""",http://viti-mephi.ru/,0.587,0.587,0.448
6,"Религиозная организация — духовная образовательная организация высшего образования ""Владимирская Свято-Феофановская Духовная семинария""",http://vlpds.ru/,0.586,0.586,0.472
6,Филиал Российского государственного гидрометеорологического университета в г.Туапсе,http://www.tuapse.rshu.ru,0.585,0.585,0.448
6,Ессентукский филиал Ставропольского государственного медицинского университета,http://ess.stgmu.ru,0.584,0.584,0.523
6,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Уральский государственный университет путей сообщения"" в г. Тюмени",http://tum.usurt.ru/,0.583,0.583,0.479
6,Брянский государственный аграрный университет,http://www.bgsha.com,0.583,0.583,0.469
6,Новозыбковский филиал Брянского государственного аграрного университета,http://www.bgsha.com,0.583,0.583,0.469
6,Волховский филиал Российского государственного педагогического университета им. А. И. Герцена,http://www.herzen.spb.ru,0.583,0.583,0.459
